t,I0,I1,I2,S
0.0,1.0,0.01,0.01,3000.0
0.05,1.0084461056221854,0.05990279515585748,0.009915345778645732,2999.9414180657664
0.1,1.0170370796740185,0.10979217623141341,0.010183817515061507,2999.882348578185
0.15000000000000002,1.0257756520925236,0.15967554057630207,0.010793656992389147,2999.822782057484
0.2,1.0346645338052634,0.20956035610834114,0.011733547433269273,2999.762708900054
0.25,1.0437064186097547,0.25945415979566355,0.012992599376194642,2999.7021193783125
0.3,1.0529039850031314,0.30936455624446585,0.014560337009139376,2999.6410036404986
0.35,1.0622598979638003,0.3592992163890151,0.016426684946055776,2999.5793517104003
0.39999999999999997,1.071776810686781,0.40926587628066957,0.01858195543228417,2999.5171534870174
0.44999999999999996,1.0814573662743743,0.45927233597278144,0.0210168359653609,2999.45439874416
0.49999999999999994,1.09130419938374,0.5093264584984566,0.023722377318135236,2999.391077129984
0.5499999999999999,1.101319937832933,0.5594361689382509,0.02668998195151861,2999.327178166467
0.6,1.1115072041668796,0.6096094535749845,0.029911392804588884,2999.262691248824
0.65,1.1218686171847443,0.6598543591329521,0.03337868245015954,2999.1976056448634
0.7000000000000001,1.1324067934300832,0.7101789920989017,0.037084242604298365,2999.1319104942872
0.7500000000000001,1.1431243486451417,0.7605915181222479,0.04102077397864342,2999.0655948079357
0.8000000000000002,1.1540238991906087,0.8111001614920724,0.04518127646471571,2998.998647466975
0.8500000000000002,1.1651080634321,0.8617132046885504,0.04955903963976869,2998.9310572220334
0.9000000000000002,1.1763794630946034,0.9124389880065258,0.0541476335840447,2998.862812692284
0.9500000000000003,1.1878407245860794,0.9632859092490377,0.05894089999962811,2998.7939023644744
1.0000000000000002,1.1994944802913754,1.0142624234886781,0.06393294362139448,2998.724314591908
1.0500000000000003,1.2113433698375724,1.065377042894737,0.06911812391085506,2998.654037593373
1.1000000000000003,1.223390041331852,1.1166383366241621,0.07449104702398635,2998.583059452025
1.1500000000000004,1.2356371525729333,1.168054930774435,0.08004655804441575,2998.5113681142193
1.2000000000000004,1.2480873722371009,1.2196355083965262,0.08577973347360729,2998.438951388298
1.2500000000000004,1.2607433810398085,1.2713888095661667,0.09168587396995469,2998.365796943328
1.3000000000000005,1.2736078728738174,1.3233236315117312,0.09776049732894547,2998.291892307796
1.3500000000000005,1.2866835559247929,1.3754488287970896,0.1039993316968071,2998.217224868256
1.4000000000000006,1.2999731537652583,1.4277733135578512,0.11039830901028609,2998.141781867935
1.4500000000000006,1.3134794064277746,1.4803060557894696,0.11695355865544357,2998.0655504052934
1.5000000000000007,1.3272050714581878,1.5330560836857487,0.1236614013385757,2997.9885174325404
1.5500000000000007,1.3411529249497591,1.586032484026331,0.13051834316258554,2997.910669754113
1.6000000000000008,1.3553257625589692,1.6392444026118085,0.13752106990234395,2997.8319940251054
1.6500000000000008,1.3697264005037584,1.6927010447451463,0.1446664414727819,2997.7524767496634
1.7000000000000008,1.384357676544948,1.7464116757581558,0.15195148658365443,2997.672104279334
1.7500000000000009,1.3992224509515554,1.8003856215818044,0.15937339757510866,2997.5908628113757
1.800000000000001,1.4143236074507024,1.8546322693591923,0.16692952542837397,2997.50873838703
1.850000000000001,1.429664054162786,1.9091610681000732,0.17461737494607263,2997.4257168897516
1.900000000000001,1.4452467245225646,1.9639815293758358,0.18243460009682344,2997.3417840434004
1.950000000000001,1.4610745781867907,2.0191032280539076,0.19037899951897985,2997.2569254103955
2.000000000000001,1.4771506019289995,2.0745358030705816,0.19844851217850798,2997.1711263898296
2.0500000000000007,1.4934778105220459,2.1302889582413003,0.20664121317616768,2997.0843722155464
2.1000000000000005,1.510059247608961,2.1863724631074795,0.21495530969931423,2996.996647954179
2.1500000000000004,1.5268979865626822,2.2427961538189787,0.22338913711378605,2996.9079385031528
2.2,1.5439971313351935,2.2995699340513673,0.23194115519148856,2996.81822858865
2.25,1.5613598172965935,2.3567037759571687,0.2406099444694229,2996.727502763539
2.3,1.5789892120645928,2.414207721150291,0.24939420273604446,2996.635745405265
2.3499999999999996,1.5968885163249278,2.472091881722895,0.25829274164096566,2996.542940713705
2.3999999999999995,1.6150609646431584,2.5303664412939715,0.26730448342414564,2996.449072708989
2.4499999999999993,1.633509826268304,2.5890416560889316,0.27642845776083075,2996.3541252292835
2.499999999999999,1.652238405928758,2.648127856049545,0.2856637987186298,2996.2580819285376
2.549999999999999,1.6712500446209022,2.707635445973586,0.2950097418232224,2996.1609262741986
2.5999999999999988,1.6905481203908348,2.767574906683571,0.30446562122931087,2996.062641544887
2.6499999999999986,1.7101360491096051,2.8279567962240058,0.3140308669935331,2995.9632108280402
2.6999999999999984,1.7300172852423388,2.88879175108657,0.3237050024461606,2995.86261701752
2.7499999999999982,1.7501953226116234,2.9500904874627096,0.3334876416585037,2995.760842811184
2.799999999999998,1.7706736951555098,3.0118638025231097,0.3433784870030482,2995.6578707084254
2.849999999999998,1.7914559776804755,3.074122575723561,0.3533773268034389,2995.5536830076753
2.8999999999999977,1.8125457866096801,3.1368777701367407,0.3634840330715206,2995.4482618038714
2.9499999999999975,1.8339467807268335,3.2001404338094606,0.37369855932873386,2995.341588985893
2.9999999999999973,1.8556626619159864,3.2639217011449366,0.384020938509251,2995.233646233961
3.049999999999997,1.8776971758975394,3.3282327943096814,0.3944512809423204,2995.1244150170037
3.099999999999997,1.9000541129607573,3.3930850246646074,0.40498977241136785,2995.0138765899906
3.149999999999997,1.9227373086930644,3.4584897942199713,0.41563667228748347,2994.902011991227
3.1999999999999966,1.945750644706384,3.5244585971137936,0.4263923117349971,2994.7888020396204
3.2499999999999964,1.9690980493607801,3.591003021113406,0.43725709198691953,2994.6742273319087
3.2999999999999963,1.9927834984856427,3.6581347491397977,0.4482314826880981,2994.558268239857
3.349999999999996,2.016811016098652,3.725865560814444,0.4593160203040034,2994.4409049074193
3.399999999999996,2.041184675122748,3.794207334028312,0.4705113065931319,2994.322117247865
3.4499999999999957,2.065908598101319,3.8631720465327604,0.4818180071410724,2994.2018849408764
3.4999999999999956,2.0909869579118174,3.9327717775520545,0.49323684995434863,2994.080187429605
3.5499999999999954,2.116423978477997,4.003018709417233,0.5047686241122088,2993.9570039176997
3.599999999999995,2.142223935480963,4.073925129221082,0.516414178474594,2993.8323133663002
3.649999999999995,2.1683911570692103,4.145503430493961,0.5281744204445723,2993.706094490994
3.699999999999995,2.194930024567826,4.217766114900275,0.5400503147835807,2993.578325758742
3.7499999999999947,2.2218449731870114,4.290725793955353,0.5520428824778723,2993.448985384769
3.7999999999999945,2.2491404927300835,4.3643951907625365,0.5641531996546146,2993.318051329422
3.8499999999999943,2.276821128301098,4.4387871417702724,0.5763823965461379,2993.1855012949914
3.899999999999994,2.3048914810122305,4.513914598549024,0.5887316565008773,2993.051312722502
3.949999999999994,2.3333562086910464,4.589790629587816,0.6012022150396042,2992.9154627884686
3.999999999999994,2.3622200265877833,4.666428422110235,0.6137953589555822,2992.777928401616
4.049999999999994,2.3914877080827517,4.743841283909722,0.6265124254573314,2992.638686199568
4.099999999999993,2.421164085393968,4.8220426452040055,0.6393548013527243,2992.4977125455002
4.149999999999993,2.4512540502851117,4.901046060508495,0.6523239222731793,2992.354983524761
4.199999999999993,2.4817625547739,4.9808652105285205,0.6654212719367573,2992.2104749414557
4.249999999999993,2.5126946118409608,5.06151390407025,0.6786483814490046,2992.0641623150004
4.299999999999993,2.544055296139279,5.143006079970162,0.6920068286404236,2991.9160208766384
4.3499999999999925,2.5758497447042865,5.225355809042927,0.7054982374394885,2991.7660255659243
4.399999999999992,2.6080831576646504,5.308577296047597,0.719124277280158,2991.6141510271755
4.449999999999992,2.6407607989538175,5.392684881671938,0.7328866625428722,2991.460371605885
4.499999999999992,2.6738879970223577,5.4776930445348295,0.7467871520280491,2991.3046613451074
4.549999999999992,2.7074701455511443,5.5636164032065745,0.7608275484611356,2991.1469939818035
4.599999999999992,2.7415127041654026,5.650469718247033,0.77500969802829,2990.9873429431555
4.6499999999999915,2.776021199149648,5.738267894261454,0.7893354899418085,2990.8256813428484
4.699999999999991,2.811001224163533,5.827025981973896,0.8038068560344347,2990.6619819773146
4.749999999999991,2.846458440958608,5.916759180318131,0.8184257703817193,2990.496217321946
4.799999999999991,2.882398580095998,6.007482838545923,0.8331942489516223,2990.3283595272737
4.849999999999991,2.918827441664992,6.099212458352571,0.8481143492805799,2990.1583804151114
4.899999999999991,2.9557508960025247,6.191963696019615,0.8631881701752786,2989.9862514746665
4.94999999999999,2.9931748844135386,6.285752364574597,0.8784178514394063,2989.8119438586164
4.99999999999999,3.03110541989219,6.380594435967768,0.8938055736246743,2989.6354283791534
5.04999999999999,3.0695485878438666,6.476506043265638,0.9093535578054228,2989.456675503992
5.09999999999999,3.1085105468079735,6.573503482861254,0.9250640653761494,2989.275655352346
5.14999999999999,3.1479975291814353,6.671603216701106,0.9409393978713171,2989.092337690872
5.1999999999999895,3.1880158419428555,6.770821874528543,0.9569818968068217,2988.906691929576
5.249999999999989,3.2285718673772688,6.87117625614358,0.9731939435425163,2988.718687117692
5.299999999999989,3.2696720638014094,6.972683333678998,0.9895779591652116,2988.528291939522
5.349999999999989,3.311322966289416,7.075360253892597,1.0061364043915866,2988.335474710248
5.399999999999989,3.3535311873988816,7.179224340475491,1.0228717794904645,2988.1402033717054
5.449999999999989,3.3963034178971503,7.284293096376322,1.0397866242239255,2987.942445488129
5.4999999999999885,3.4396464274877587,7.390584206141254,1.0568835178067426,2987.7421682418644
5.549999999999988,3.4835670655369015,7.498115538269618,1.0741650788836457,2987.539338429045
5.599999999999988,3.5280722617998066,7.60690514758507,1.0916339655239318,2987.3339224552387
5.649999999999988,3.573169027146882,7.716971277622118,1.1092928752329574,2987.1258863310622
5.699999999999988,3.6188644542895014,7.828332363027864,1.1271445449800592,2986.9151956677633
5.749999999999988,3.6651657185052753,7.941007031978812,1.1451917512424674,2986.7018156727713
5.799999999999987,3.7120800783626566,8.055014108612577,1.163437310064787,2986.4857111452156
5.849999999999987,3.759614876444713,8.170372615474326,1.181884077133635,2986.2668464714147
5.899999999999987,3.8077775400718896,8.287101775977785,1.2005349478670346,2986.0451856203317
5.949999999999987,3.856575582023588,8.405221016880612,1.219392857518182,2985.8206921390015
5.999999999999987,3.9060166012583544,8.524749970773964,1.2384607812932058,2985.5933291479264
6.0499999999999865,3.9561082836324926,8.645708478586053,1.2577417344825588,2985.363059336442
6.099999999999986,4.006858402616875,8.768116592099481,1.2772387726056855,2985.1298449580527
6.149999999999986,4.058274820011747,8.891994576482142,1.296954991568625,2984.8936478257406
6.199999999999986,4.110365486659276,9.017362912831462,1.3168935278342107,2984.654429307241
6.249999999999986,4.163138443153623,9.144242300731756,1.3370575586045486,2984.4121503202937
6.299999999999986,4.216601820548275,9.272653660824432,1.3574503020154536,2984.1667713278625
6.349999999999985,4.270763841060382,9.402618137390814,1.3780750173425407,2983.9182523333307
6.399999999999985,4.325632818771823,9.5341571009473,1.398935005218671,2983.666552875666
6.449999999999985,4.381217160326734,9.667292150852585,1.4200336078624638,2983.4116320245616
6.499999999999985,4.437525365625179,9.802045117926648,1.44137420931759,2983.153448375548
6.549999999999985,4.494566028512696,9.938438067081218,1.4629602357025753,2982.891960045082
6.5999999999999845,4.55234783746537,10.0764932999614,1.4847951554708385,2982.6271246656097
6.649999999999984,4.610879576270129,10.216233357598117,1.506882479680711,2982.3588993806034
6.699999999999984,4.670170124699921,10.357681023071047,1.5292257622751744,2982.087240839577
6.749999999999984,4.73022845918342,10.500859324181691,1.551828600371073,2981.812105193077
6.799999999999984,4.7910636534689015,10.645791536136203,1.574694634557553,2981.5334480876504
6.849999999999984,4.852684879281922,10.79250118423759,1.5978275492034921,2981.2512246607926
6.8999999999999835,4.9151014069764045,10.941012046586897,1.6212310727736876,2980.965389535871
6.949999999999983,4.978322606178747,11.091348156792948,1.6449089781535708,2980.675896817033
6.999999999999983,5.042357946424531,11.243533806690213,1.668865082982228,2980.3827000840884
7.049999999999983,5.10721699778742,11.39759354906435,1.693103249993506,2980.0857523873788
7.099999999999983,5.172909431499801,11.553552200384964,1.7176273873649877,2979.785006242626
7.149999999999983,5.239445020564728,11.711434843545081,1.7424414490746272,2979.480413625763
7.199999999999982,5.306833640358693,11.871266830606853,1.767549435264833,2979.1719259677516
7.249999999999982,5.37508526922477,12.033073785552952,1.7929553926137998,2978.8594941493816
7.299999999999982,5.4442099890556115,12.196881607043128,1.8186634147138805,2978.5430684960597
7.349999999999982,5.514217985865818,12.362716471175357,1.8446776424568059,2978.222598772582
7.399999999999982,5.585119550353149,12.530604834251001,1.8710022644255515,2977.898034177896
7.4499999999999815,5.656925078448046,12.700573435543378,1.897641517292659,2977.5693233398524
7.499999999999981,5.729645071850905,12.872649300069112,1.9245996862248205,2977.2364143099458
7.549999999999981,5.8032901385565685,13.046859741361619,1.9518811052935339,2976.899254558048
7.599999999999981,5.877870993365407,13.223232364246059,1.9794901578916444,2976.5577909671347
7.649999999999981,5.953398458380446,13.401795067615053,2.007431277155581,2976.2119698280035
7.699999999999981,6.029883463489883,13.58257604720446,2.035708946393106,2975.8617368339906
7.7499999999999805,6.107337046834409,13.765603798368458,2.06432769951639,2975.507037075683
7.79999999999998,6.18577035525865,13.95090711885317,2.09329212148023,2975.147815035628
7.84999999999998,6.2651946447461,14.138515111568042,2.122606848725226,2974.784014583044
7.89999999999998,6.345621280836854,14.32845718735415,2.1522765696257387,2974.415578968532
7.94999999999998,6.427061739027441,14.52076306774859,2.1823060249424344,2974.0424508187884
7.99999999999998,6.509527605152066,14.715462787744075,2.212700008279247,2973.6645721313253
8.04999999999998,6.593030575744507,14.912586698542851,2.243463366544565,2973.2818842691936
8.09999999999998,6.677582458379941,15.112165470303973,2.274601000416467,2972.894327955716
8.14999999999998,6.7631951719959185,15.314230094883008,2.3061178648118137,2972.5018432692304
8.199999999999982,6.849880747191712,15.518811888563167,2.3380189693590228,2972.1043696378415
8.249999999999982,6.937651326505235,15.725942494776827,2.3703093788743312,2971.7018458341886
8.299999999999983,7.0265191646667065,15.935653886816416,2.402994213841364,2971.2942099702277
8.349999999999984,7.116496628828227,16.147978370533558,2.4360786508938186,2970.881399492031
8.399999999999984,7.207596198768407,16.362948587025368,2.4695679233010788,2970.4633511746065
8.449999999999985,7.299830467071156,16.58059751530675,2.5034673214565615,2970.040001116737
8.499999999999986,7.393212139277763,16.800958474967494,2.5377821933686087,2969.6112847358454
8.549999999999986,7.487754034011315,17.024065128812985,2.572517945153728,2969.1771367628844
8.599999999999987,7.583469083072548,17.249951485487216,2.6076800415319816,2968.7374912372543
8.649999999999988,7.6803703315061425,17.478651902076884,2.643274006324328,2968.292281501753
8.699999999999989,7.778470937636514,17.710201086695168,2.6793054229517117,2967.841440197558
8.74999999999999,7.877784173072076,17.94463410104389,2.7157799349356946,2967.384899259243
8.79999999999999,7.978323422676965,18.181986362952575,2.7527032464004257,2966.922589909835
8.84999999999999,8.080102184509188,18.422293648893067,2.790081122575734,2966.454442655911
8.899999999999991,8.183134069724124,18.665592096468117,2.8279193903011284,2965.9803872827383
8.949999999999992,8.287432802442298,18.911918206872492,2.866223938530495,2965.500352849461
8.999999999999993,8.393012219580326,19.161308847325007,2.9050007188372584,2965.0142676843366
9.049999999999994,8.499886270643897,19.413801253469863,2.944255745919794,2964.522059380024
9.099999999999994,8.608069017481645,19.669433031745694,2.9839950981068513,2964.023654788928
9.149999999999995,8.71757463399875,19.92824216172056,3.0242249178627616,2963.5189800186
9.199999999999996,8.828417405829054,20.190266998391206,3.0649514122921913,2963.007960427201
9.249999999999996,8.940611729964504,20.455546274444767,3.1061808536441946,2962.4905206190324
9.299999999999997,9.054172114340657,20.724119102481136,3.1479195798153246,2961.96658444013
9.349999999999998,9.169113177377014,20.996024977194057,3.190173994851546,2961.4360749739326
9.399999999999999,9.285449647470877,21.271303777509104,3.232950569448696,2960.898914537025
9.45,9.403196362443445,21.549995768676503,3.2762558414512295,2960.35502467496
9.5,9.52236826893681,21.832141604316835,3.3200964163489846,2959.804326158161
9.55,9.64298042176051,22.117782328417526,3.3644789677716895,2959.246738977913
9.600000000000001,9.765047983186264,22.40695937727803,3.4094102379809414,2958.6821823424416
9.650000000000002,9.888586222189497,22.699714581401526,3.454897038359365,2958.1105746730877
9.700000000000003,10.013610513636248,22.996090167330905,3.500946249896665,2957.5318336005776
9.750000000000004,10.140136337414006,23.29612875942682,3.5475648236722783,2956.9458759613967
9.800000000000004,10.268179277505022,23.599873381585446,3.5947597813343153,2956.3526177942695
9.850000000000005,10.39775502100062,23.90736745889356,3.642538215574491,2955.751974336749
9.900000000000006,10.528879357055006,24.218654819218585,3.690907290598726,2955.1438600219203
9.950000000000006,10.661568175777022,24.533779694731038,3.739874242593093,2954.5281884752276
10.000000000000007,10.795837467058345,24.85278672335691,3.789446380184782,2953.904872511418
10.050000000000008,10.931703319336508,25.17572095015735,3.839631084897751,2953.2738241316206
10.100000000000009,11.06918191829121,25.502627828633017,3.8904358116027096,2952.634954520555
10.15000000000001,11.208289545472255,25.833553221950414,3.941868088961096,2951.9881740438777
10.20000000000001,11.349042576857522,26.16854340408743,3.9939355198626805,2951.3333922456754
10.25000000000001,11.491457481339312,26.507645060895257,4.046645781856428,2950.6705178461007
10.300000000000011,11.635550819137373,26.850905291073865,4.10000662757426,2949.9994587391657
10.350000000000012,11.781339240136969,27.198371607058018,4.1540258851473055,2949.320121990692
10.400000000000013,11.928839482150218,27.550091935810926,4.2087114586142915,2948.632413836424
10.450000000000014,12.07806836909904,27.906114619522413,4.264071328321628,2947.936239680314
10.500000000000014,12.229042809117907,28.26648841620854,4.320113551314821,2947.2315040929784
10.550000000000015,12.381779792574692,28.631262500209466,4.376846261720774,2946.518110810337
10.600000000000016,12.536296390007792,29.00048646258238,4.434277671120557,2945.795962732438
10.650000000000016,12.69260974997776,29.374210311386125,4.49241606891222,2945.0649619224737
10.700000000000017,12.85073709683163,29.752484471854252,4.551269822663202,2944.325009605995
10.750000000000018,13.010695728378094,30.135359786453037,4.610847378451878,2943.576006170331
10.800000000000018,13.172503013471735,30.522887514820983,4.6711572611977985,2942.817851164215
10.85000000000002,13.336176389504413,30.915119333586315,4.732208074980135,2942.050443297632
10.90000000000002,13.501733359801982,31.31210733605882,4.794008503343868,2941.2736804418832
10.95000000000002,13.66919149092445,31.713904031792406,4.856567309593215,2940.487459629885
11.000000000000021,13.838568409867692,32.12056234601466,4.919893337071812,2939.6916770566977
11.050000000000022,14.009881801164845,32.53213561891958,4.983995509429128,2938.8862280803014
11.100000000000023,14.183149403885448,32.94867760481973,5.0488828308726035,2938.0710072226184
11.150000000000023,14.358389008530466,33.37024247115378,5.114564386404976,2937.245908170791
11.200000000000024,14.535618453821243,33.79688479734563,5.18104934204627,2936.4108237787236
11.250000000000025,14.714855623380496,34.22865957351092,5.248346945039879,2935.5656460688915
11.300000000000026,14.896118442303415,34.665622199006975,5.3164665240422,2934.7102662344296
11.350000000000026,15.07942487361695,35.107828480822,5.385417489295243,2933.844574641502
11.400000000000027,15.264792914625374,35.55533463179926,5.455209332781637,2932.968460831965
11.450000000000028,15.452240593140175,36.008197268692086,5.525851628361439,2932.081813526327
11.500000000000028,15.6417859635924,36.46647341004529,5.59735403189015,2931.1845206270154
11.55000000000003,15.833447103025499,36.93022047389869,5.669726281317326,2930.2764692219544
11.60000000000003,16.027242106966796,37.399496275308245,5.74297819676515,2929.357545588467
11.65000000000003,16.223189085175658,37.87435902368031,5.817119680586354,2928.4276351975036
11.700000000000031,16.421306157266507,38.35486731991458,5.892160717400827,2927.486622718208
11.750000000000032,16.62161144820477,38.841080153350916,5.9681113741102605,2926.534392022826
11.800000000000033,16.824123083673946,39.33305689851559,6.04498179989017,2925.570826191969
11.850000000000033,17.02885918531188,39.830857311662186,6.122782226158612,2924.5958075202334
11.900000000000034,17.235837865814496,40.334541527102296,6.201522966520913,2923.609217522192
11.950000000000035,17.44507722390513,40.84417005332141,6.281214416689707,2922.61093693876
12.000000000000036,17.656595339167705,41.359803768874976,6.361867054379576,2921.6008457439443
12.050000000000036,17.870410266741967,41.8815039180598,6.443491439175575,2920.5788231519878
12.100000000000037,18.086540031879096,42.409332106355876,6.526098212374912,2919.5447476249115
12.150000000000038,18.30500262435596,42.94335029563361,6.609698096801033,2918.4984968804674
12.200000000000038,18.525815992746356,43.483620799121425,6.69430189658938,2917.4399479005097
12.250000000000039,18.74899803854762,44.03020627612875,6.779920496944035,2916.368976939788
12.30000000000004,18.97456661016101,44.58316972651921,6.8665648638644985,2915.2854595351787
12.35000000000004,19.202539496724327,45.142574484928936,6.954246043841808,2914.1892705153573
12.400000000000041,19.432934421795252,45.70848421472484,7.042975163523209,2913.080284010921
12.450000000000042,19.665769036883965,46.280962901697656,7.132763429344575,2911.9583734649714
